ResourceID,Statement of Responsibility,Language,Publisher,Date of Publication,Publication Location Name,Contributor,Subject(s),Bibliographic Item Description text,Bibliographic Source Title,Page(s),Resource ID,Language,External Cross Reference Source,Title Type,External Cross Reference Number,Journal or Serial ,Bibliographic Source Type,External Cross Reference Notes,Copyright Type,Editor,Volume number/part,Copyright Description,File,Author,Period(s),Bibliographic Item Description Type
ce65135f-fc2d-40be-8f25-a4ebf552dd98,,English,,,,,,,,,,English,,,,,,,,,,,,,,
ce7dbcae-dc35-45be-8d40-bc705ba10fe6,"Jones, M. J.",English,Lincoln Archaeological Trust,1977,,,,,St Paul-in-the-Bail,,ce7dbcae-dc35-45be-8d40-bc705ba10fe6,English,Lincoln Heritage Database (Sources),Primary,272,,Article,,,,,,,,,
ce7dbcae-dc35-45be-8d40-bc705ba10fe6,,English,,,,,,,,,,English,,,,,,,,,,,,,,
ce83dc8a-68a4-441c-a1c6-5f004604d131,"Allen, M.",English,PCAS Archaeology,2001,,,,,"Archaeological Watching Brief Report. Land off Hall Drive, Boultham, Lincoln",,ce83dc8a-68a4-441c-a1c6-5f004604d131,English,Lincoln Heritage Database (Sources),Primary,2014,,Watching Brief Report,,,,,,,,,
ce83dc8a-68a4-441c-a1c6-5f004604d131,,English,,,,,,,,,,English,,,,,,,,,,,,,,
ce845375-9a05-4559-a18f-39383256eb3e,"Cocke, Thomas",English,British Archaeological Association,1986,,,,,The Architectural History of Lincoln Cathedral from the Dissolution to the Twentieth Century,,ce845375-9a05-4559-a18f-39383256eb3e,English,Lincoln Heritage Database (Sources),Primary,1556,,Article,,,,,,,,,
ce845375-9a05-4559-a18f-39383256eb3e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
ce908f5e-7b7e-425e-a717-801c69d8647f,"Burton, F.",English,,1848,,,,,(re Old Deanery),,ce908f5e-7b7e-425e-a717-801c69d8647f,English,Lincoln Heritage Database (Sources),Primary,2943,,Article,,,,,,,,,
ce908f5e-7b7e-425e-a717-801c69d8647f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
ce9504d6-caa9-43bf-b1a5-db94e724e85a,"Squires, S.",English,Society for Lincolnshire History and Archaeology,2011,,,,,Sack hire and the railways,,ce9504d6-caa9-43bf-b1a5-db94e724e85a,English,Lincoln Heritage Database (Sources),Primary,2727,,Article,,,,,,,,,
ce9504d6-caa9-43bf-b1a5-db94e724e85a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cea2dae0-d617-41ca-9b77-8d2d7caafb23,"Bayley, J.",English,Unpublished,,,,,,"Lincoln, Flaxengate: Crucibles and Associated Materials from 9th-10th Century Levels",,cea2dae0-d617-41ca-9b77-8d2d7caafb23,English,Lincoln Heritage Database (Sources),Primary,999,,Report,,,,,,,,,
cea2dae0-d617-41ca-9b77-8d2d7caafb23,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cebf6d10-e0f7-4c97-828f-06dc20168772,"Field, N.",English,Lindsey Archaeological Services,2008,,,,,Manvers Arms 204-206 Monks Road Lincoln. Photographic and Archaeological Recording.,,cebf6d10-e0f7-4c97-828f-06dc20168772,English,Lincoln Heritage Database (Sources),Primary,2128,,Building Recording Report,,,,,,,,,
cebf6d10-e0f7-4c97-828f-06dc20168772,,English,,,,,,,,,,English,,,,,,,,,,,,,,
ced862ef-7b44-40f1-8ee6-cd7e181cc22a,"Rogerson, A. and Dallas, C.",English,Norfolk Archaeological Unit,1984,,,,,"Excavations in Thetford, 1948-59 and 1973-80",,ced862ef-7b44-40f1-8ee6-cd7e181cc22a,English,Lincoln Heritage Database (Sources),Primary,878,,Excavation Report,,,,,,,,,
ced862ef-7b44-40f1-8ee6-cd7e181cc22a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cefdcdbf-3f9f-4c6a-8b6f-730abf57d62c,"Pullen, R.",English,Lindsey Archaeological Services,2005,,,,,"Lincoln College, Monks Road, Lincoln. Archaeological Watching Brief",,cefdcdbf-3f9f-4c6a-8b6f-730abf57d62c,English,Lincoln Heritage Database (Sources),Primary,1918,,Watching Brief Report,,,,,,,,,
cefdcdbf-3f9f-4c6a-8b6f-730abf57d62c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cefee797-4c4a-4fda-8940-ca7c549631ec,,English,Society for Lincolnshire History and Archaeology,1971,,,,,Society for Lincolnshire History and Archaeology 6,,cefee797-4c4a-4fda-8940-ca7c549631ec,English,Lincoln Heritage Database (Sources),Primary,4156,,Journal,,,,,,,,,
cefee797-4c4a-4fda-8940-ca7c549631ec,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cf0787c8-acf2-4d28-93b5-3d11fcb2f82f,"Wilkinson, T. J.",English,Society for the Promotion of Roman Studies,1988,,,,,Soil samples,,cf0787c8-acf2-4d28-93b5-3d11fcb2f82f,English,Lincoln Heritage Database (Sources),Primary,536,,Article,,,,,,,,,
cf0787c8-acf2-4d28-93b5-3d11fcb2f82f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cf0cfc44-d4fa-4c38-929b-2484e03bb608,"Scott, S.",English,Unpublished,1987,,,,,Bone report,,cf0cfc44-d4fa-4c38-929b-2484e03bb608,English,Lincoln Heritage Database (Sources),Primary,640,,Report,,,,,,,,,
cf0cfc44-d4fa-4c38-929b-2484e03bb608,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cf118f28-6fe8-40bf-9355-106efec0d96b,White J,English,W. A. Fairhurst & Partners,2006,,,,,Newport TA Centre. Desktop Archaeological Study,,cf118f28-6fe8-40bf-9355-106efec0d96b,English,Lincoln Heritage Database (Sources),Primary,2022,,Deskbased Survey Report,,,,,,,,,
cf118f28-6fe8-40bf-9355-106efec0d96b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cf45ca5a-2605-11e9-ae3b-066e122e3f0a,"<p>Tobin Rayner MSc (Hons)</p>
",English,Allen Archaeology Ltd.,2015,Lincoln,,Archaeology,"<p>A repotr on archaeological monitoring and recording of groundworks to install piled foundations for new develoment to the rear of 16 Guildhall Street, Lincoln.</p>
","ARCHAEOLOGICAL WATCHING BRIEF REPORT: LAND TO THE REAR OF 16 GUILDHALL STREET, WATER LANE, LINCOLN",,,English,Lincolnshire Museums and Archive Service,Primary,2015.7,,Watching Brief Report,,Public Domain,,,,"[{u'status': u'uploaded', u'index': 0, u'name': u'LIWL 15 Lincoln Water Lane WB Report.pdf', u'url': u'/media/files/uploadedfiles/LIWL_15_Lincoln_Water_Lane_WB_Report_Jma1Xkg.pdf', u'lastModified': 1441359921436, u'content': u'blob:https://arcade.lincoln.gov.uk/ee97c4ab-5af6-4625-99c1-296cb7a49aa5', u'file_id': u'a159a5e8-2606-11e9-ae3b-066e122e3f0a', u'accepted': True, u'type': u'application/pdf', u'size': 3822975}]",a397745e-254b-11e9-ae3b-066e122e3f0a,,Full
cf45ca5a-2605-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,City of Lincoln Planning System,,2013/1222/1066,,,,,,,,,,,
cf45ca5a-2605-11e9-ae3b-066e122e3f0a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cf51bc26-eaa7-463b-8d44-8094dd3781b9,,English,Archaeological Institute of Great Britain and Ireland,1926,,,,,Archaeological Journal 83,,cf51bc26-eaa7-463b-8d44-8094dd3781b9,English,Lincoln Heritage Database (Sources),Primary,4217,,Journal,,,,,,,,,
cf51bc26-eaa7-463b-8d44-8094dd3781b9,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cf69b33a-6e54-4058-a3ed-9cf4bb752382,"Wheeler, R.",English,The Survey of Lincoln,2014,,,,,Boultham Lake and McDakins Bridge,,cf69b33a-6e54-4058-a3ed-9cf4bb752382,English,Lincoln Heritage Database (Sources),Primary,3025,,Article,,,,,,,,,
cf69b33a-6e54-4058-a3ed-9cf4bb752382,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cf6ffb75-bc63-492b-9f15-982f1167c1aa,"Hall, J. L.",English,City of Lincoln Archaeology Unit,1992,,,,,"The Close Wall, Phase I",,cf6ffb75-bc63-492b-9f15-982f1167c1aa,English,Lincoln Heritage Database (Sources),Primary,218,,Report,,,,,,,,,
cf6ffb75-bc63-492b-9f15-982f1167c1aa,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cf85ae36-acae-4f1f-b11e-4753850d4e4f,"Rowlandson, I.",English,Lindsey Archaeological Services,2005,,,,,"Installation of Signage in the Cathedral Quarter, Lincoln. Archaeological Watching Brief",,cf85ae36-acae-4f1f-b11e-4753850d4e4f,English,Lincoln Heritage Database (Sources),Primary,1977,,Watching Brief Report,,,,,,,,,
cf85ae36-acae-4f1f-b11e-4753850d4e4f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cf98c538-420e-4e91-abf9-dadda09974e3,"Bradley-Lovekin, T.",English,Archaeological Project Services,2004,,,,,"Archaeological Watching Brief at Westgate Primary School, Lincoln (LWS03)",,cf98c538-420e-4e91-abf9-dadda09974e3,English,Lincoln Heritage Database (Sources),Primary,1822,,Watching Brief Report,,,,,,,,,
cf98c538-420e-4e91-abf9-dadda09974e3,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cfb53241-f15f-41f8-a3ba-811d98fc9119,,English,Lincoln Archaeological Research Committee,1946,,,,,Eastgate,,cfb53241-f15f-41f8-a3ba-811d98fc9119,English,Lincoln Heritage Database (Sources),Primary,2499,,Article,,,,,,,,,
cfb53241-f15f-41f8-a3ba-811d98fc9119,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cfbbab2a-717a-4c25-a439-a18c6af49112,"Jones, S. R.",English,City of Lincoln Archaeology Unit,1992,,,,,"15 Garmston House (262-3 High Street, Lincoln)",,cfbbab2a-717a-4c25-a439-a18c6af49112,English,Lincoln Heritage Database (Sources),Primary,328,,Article,,,,,,,,,
cfbbab2a-717a-4c25-a439-a18c6af49112,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cfcc56e9-024e-4169-9d58-b256aad84a8c,,English,George J Lockyer,1854,,,,,The Strangers Illustrated Guide to Lincoln. 8th edition,,cfcc56e9-024e-4169-9d58-b256aad84a8c,English,Lincoln Heritage Database (Sources),Primary,2709,,Guide Book,,,,,,,,,
cfcc56e9-024e-4169-9d58-b256aad84a8c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cfd0557d-0b80-4042-8510-e2b7ad5af949,"Wragg, K.",English,City of Lincoln Archaeology Unit,1996,,,,,5 Langworthgate. Archaeological Watching Brief,,cfd0557d-0b80-4042-8510-e2b7ad5af949,English,Lincoln Heritage Database (Sources),Primary,1279,,Watching Brief Report,,,,,,,,,
cfd0557d-0b80-4042-8510-e2b7ad5af949,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cfdf1d62-5711-4fc9-8f2f-2db4a1295f47,"Hunter, K. and Foley, K.",English,,1987,,,,,The Lincoln hanging-bowl,,cfdf1d62-5711-4fc9-8f2f-2db4a1295f47,English,Lincoln Heritage Database (Sources),Primary,252,,Article,,,,,,,,,
cfdf1d62-5711-4fc9-8f2f-2db4a1295f47,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cff2e980-a593-4e97-bf8f-a6d26f7d667e,"Leach, T. R.",English,Society for Lincolnshire History and Archaeology,1992,,,,,"Christopher Turnor, G F Watts and the Tennyson statue",,cff2e980-a593-4e97-bf8f-a6d26f7d667e,English,Lincoln Heritage Database (Sources),Primary,2392,,Article,,,,,,,,,
cff2e980-a593-4e97-bf8f-a6d26f7d667e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
cffc4939-9dc1-4748-9aca-d93ca6ca36fd,"Wragg, K.",English,City of Lincoln Archaeology Unit,1994,,,,,376 High Street. Archive Report,,cffc4939-9dc1-4748-9aca-d93ca6ca36fd,English,Lincoln Heritage Database (Sources),Primary,1022,,Interim Report,,,,,,,,,
cffc4939-9dc1-4748-9aca-d93ca6ca36fd,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d00b9952-1c33-4080-a815-00bac9ecfcac,,English,Society for the Promotion of Roman Studies,1950,,,,,Roman Britain in 1949,,d00b9952-1c33-4080-a815-00bac9ecfcac,English,Lincoln Heritage Database (Sources),Primary,1147,,Article,,,,,,,,,
d00b9952-1c33-4080-a815-00bac9ecfcac,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d010c739-6d1b-4174-9595-e7af36523d98,"Jones, S. R.",English,,1974,,,,,Four Minster Houses,,d010c739-6d1b-4174-9595-e7af36523d98,English,Lincoln Heritage Database (Sources),Primary,322,,Volume,,,,,,,,,
d010c739-6d1b-4174-9595-e7af36523d98,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d015b857-428b-4afd-a39f-5af5fdda443a,"Henderson, J.",English,Royal Archaeological Institute,2005,,,,,"Medieval and Post-Medieval Glass Finewares from Lincoln: an Investigation of the Relationships between Technology, Chemical Compositions, Typology and Value",,d015b857-428b-4afd-a39f-5af5fdda443a,English,Lincoln Heritage Database (Sources),Primary,2496,,Article,,,,,,,,,Full
d015b857-428b-4afd-a39f-5af5fdda443a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d032d1be-1715-4049-ae2e-0cadac3eb61e,"Wragg, K.",English,City of Lincoln Archaeology Unit,1994,,,,,"Steep Hill, Exchequergate and Minster Yard, Gas Mains Renewal",,d032d1be-1715-4049-ae2e-0cadac3eb61e,English,Lincoln Heritage Database (Sources),Primary,660,,Watching Brief Report,,,,,,,,,
d032d1be-1715-4049-ae2e-0cadac3eb61e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d040c251-3a2f-4572-baa4-63a35c27e890,"Birch, N.",English,Society for Lincolnshire History and Archaeology,1997,,,,,The Lincoln Obelisk,,d040c251-3a2f-4572-baa4-63a35c27e890,English,Lincoln Heritage Database (Sources),Primary,2399,,Article,,,,,,,,,
d040c251-3a2f-4572-baa4-63a35c27e890,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0502c24-1e47-49dc-814b-40a42eb795e5,"Donel, Lisa",English,City of Lincoln Archaeology Unit,1991,,,,,Waterside North Watching Brief,,d0502c24-1e47-49dc-814b-40a42eb795e5,English,Lincoln Heritage Database (Sources),Primary,129,,Article,,,,,,,,,
d0502c24-1e47-49dc-814b-40a42eb795e5,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d06f74d4-dde5-11e8-a113-0242ac160006,"<p>Wheeliker, B J P</p>
",English,PCAS Archaeology,2015,Lincoln,,,"<p>Final report on a programme of monitoring and recording undertaken during the construction of an extenson to Newport guest house. Although no archaeological features were recorded during&nbsp;the construction of the extension, a large quantity of Roman and Medieval pottery was recovered along with a substantial quantity o buchered animal bone..</p>
","Newport Guest House, 26-28 Newport, Lincoln, LN1 3DF. SCHEME OF ARCHAEOLOGICAL MONITORING AND RECORDING",,d06f74d4-dde5-11e8-a113-0242ac160006,English,Lincoln Heritage Database (Sources),Primary,,,Watching Brief Report,,,,,,,97b4300e-dde4-11e8-a113-0242ac160006,,
d06f74d4-dde5-11e8-a113-0242ac160006,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0725417-b9af-49e9-8039-12654aed4b72,"Walker, A.",English,The Survey of Lincoln,2008,,,,,"Lincoln's West End: a History, Neighbourhood Booklet,",,d0725417-b9af-49e9-8039-12654aed4b72,English,Lincoln Heritage Database (Sources),Primary,4051,,Series,,,,,,,,,
d0725417-b9af-49e9-8039-12654aed4b72,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0741501-7260-43db-ac7e-759eaf4a62a3,"Albone, J. and Field, N.",English,Society for Lincolnshire History and Archaeology,2000,,,,,Lincoln: Brayford Wharf East,,d0741501-7260-43db-ac7e-759eaf4a62a3,English,Lincoln Heritage Database (Sources),Primary,1689,,Article,,,,,,,,,
d0741501-7260-43db-ac7e-759eaf4a62a3,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d08d8d5a-25cf-44fc-93a8-a24fd5ba66e7,"Ward, A.",English,The Survey of Lincoln,2000,,,,,Conservation and development,,d08d8d5a-25cf-44fc-93a8-a24fd5ba66e7,English,Lincoln Heritage Database (Sources),Primary,2437,,Article,,,,,,,,,
d08d8d5a-25cf-44fc-93a8-a24fd5ba66e7,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0a057ca-3189-4030-8d6b-7a25af2b564f,"Nurser, E.",English,Trust for Lincolnshire Archaeology,1987,,,,,"Archaeology in Lincolnshire 1986-1987, Annual Report Trust for Lincolnshire Archaeology, 3",,d0a057ca-3189-4030-8d6b-7a25af2b564f,English,Lincoln Heritage Database (Sources),Primary,4011,,Serial,,,,,,,,,
d0a057ca-3189-4030-8d6b-7a25af2b564f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0a676c2-af51-4e83-b5d4-e989058a7fd9,"Davies, J. A.",English,Unpublished,1987,,,,,Roman coin catalogue and report,,d0a676c2-af51-4e83-b5d4-e989058a7fd9,English,Lincoln Heritage Database (Sources),Primary,582,,Report,,,,,,,,,
d0a676c2-af51-4e83-b5d4-e989058a7fd9,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0a7b77e-5f1e-4118-8281-3d009dc7408e,,English,Society for Lincolnshire History and Archaeology,2005,,,,,"Lincoln: St Nicholas House, Newport",,d0a7b77e-5f1e-4118-8281-3d009dc7408e,English,Lincoln Heritage Database (Sources),Primary,2053,,Article,,,,,,,,,
d0a7b77e-5f1e-4118-8281-3d009dc7408e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0ba6b24-ce85-45e4-bb99-850da507709b,"Jones, R. H.",English,,1974,,,,,"Lincoln Castle Observatory Tower, January 1974. Archive Report",,d0ba6b24-ce85-45e4-bb99-850da507709b,English,Lincoln Heritage Database (Sources),Primary,1092,,Interim Report,,,,,,,,,
d0ba6b24-ce85-45e4-bb99-850da507709b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0bdbd4f-40b0-49ae-b977-a847fee90573,"Margeson, S.",English,Norwich Survey,1993,,,,,"Norwich Households: The Medieval and Post-Medieval Finds from Norwich Survey Excavations 1971-1978, East Anglian Archaeology Reports, 58",,d0bdbd4f-40b0-49ae-b977-a847fee90573,English,Lincoln Heritage Database (Sources),Primary,4057,,Report,,,,,,,,,
d0bdbd4f-40b0-49ae-b977-a847fee90573,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0c19c10-6890-40d4-8c0c-4806659613ca,"Jones, M. J. and Cleary, S. E.",English,City of Lincoln Archaeology Unit,1995,,,,,St Bertand De Comminges: (Lugdunum Convenarum),,d0c19c10-6890-40d4-8c0c-4806659613ca,English,Lincoln Heritage Database (Sources),Primary,810,,Article,,,,,,,,,
d0c19c10-6890-40d4-8c0c-4806659613ca,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0c2a1a3-f402-4b67-a453-a2b5c5b98874,"Daley, M. P.",English,PCAS Archaeology,2007,,,,,"Land at the corner of Spring Hill and Drury Lane, Lincoln. Archaeological Evaluation",,d0c2a1a3-f402-4b67-a453-a2b5c5b98874,English,Lincoln Heritage Database (Sources),Primary,2116,,Evaluation Report,,,,,,,,,
d0c2a1a3-f402-4b67-a453-a2b5c5b98874,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0dcc015-e86d-4968-bb7c-74114eb38e6c,"Steane, Kate",English,City of Lincoln Archaeology Unit,1992,,,,,Re-interpretation: thoughts from the backlog,,d0dcc015-e86d-4968-bb7c-74114eb38e6c,English,Lincoln Heritage Database (Sources),Primary,437,,Article,,,,,,,,,
d0dcc015-e86d-4968-bb7c-74114eb38e6c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d0f4aa55-a4a4-412f-b1a4-36b1d4c6df1d,"Young, J. and Vince, A. with Nailor V",English,Oxbow Books,2005,,,,,A Corpus of Anglo-Saxon and Medieval Pottery from Lincoln,,d0f4aa55-a4a4-412f-b1a4-36b1d4c6df1d,English,Lincoln Heritage Database (Sources),Primary,1990,,Volume,,,,,,,,,
d0f4aa55-a4a4-412f-b1a4-36b1d4c6df1d,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d10b00e1-6242-418e-a401-0cc90cfef7f1,"Mould, Q.",English,Unpublished,1985,,,,,Leather report,,d10b00e1-6242-418e-a401-0cc90cfef7f1,English,Lincoln Heritage Database (Sources),Primary,623,,Report,,,,,,,,,
d10b00e1-6242-418e-a401-0cc90cfef7f1,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d12bb0a7-797e-4deb-bf09-90c6fbcd24fc,"Tann, G.",English,PCAS Archaeology,2010,,,,,"Stonegarth, Northgate, Lincoln. Archaeological Monitoring and Recording Report",,d12bb0a7-797e-4deb-bf09-90c6fbcd24fc,English,Lincoln Heritage Database (Sources),Primary,2520,,Watching Brief Report,,,,,,,,,
d12bb0a7-797e-4deb-bf09-90c6fbcd24fc,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d15f2962-5069-45be-8c27-ff2cc57f2899,"Leahy, Kevin",English,City of Lincoln Archaeology Unit,1993,,,,,The Anglo-Saxon Settlement of Lindsey,,d15f2962-5069-45be-8c27-ff2cc57f2899,English,Lincoln Heritage Database (Sources),Primary,339,,Volume,,,,,,,,,
d15f2962-5069-45be-8c27-ff2cc57f2899,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d16861bd-a95f-4141-b49f-4f5e3b6a1c9d,"Pevsner, N., Harris, J. and Antram, N.",English,Penguin Books,1989,,,,,Lincolnshire,,d16861bd-a95f-4141-b49f-4f5e3b6a1c9d,English,Lincoln Heritage Database (Sources),Primary,750,,Volume,,,,,,,,,
d16861bd-a95f-4141-b49f-4f5e3b6a1c9d,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d17d4f84-e32c-440f-98f9-2cd3c75ef3a0,"McMinn, R. M. H. and Hutchings, R. T.",English,Wolfe Medical Publications,1985,,,,,A Colour Atlas of Human Anatomy,,d17d4f84-e32c-440f-98f9-2cd3c75ef3a0,English,Lincoln Heritage Database (Sources),Primary,698,,Volume,,,,,,,,,
d17d4f84-e32c-440f-98f9-2cd3c75ef3a0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d17eeb7b-2741-4879-a096-6eca9657bc58,"Rollin, P.",English,,1972,,,,,Interim report on excavations at Bishop Grosseteste College 1970-72 (with plan),,d17eeb7b-2741-4879-a096-6eca9657bc58,English,Lincoln Heritage Database (Sources),Primary,2556,,Excavation Report,,,,,,,,,
d17eeb7b-2741-4879-a096-6eca9657bc58,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d181813e-cdee-4e07-9bdd-d0e7cce0e5ac,,English,Society for Lincolnshire History and Archaeology,1999,,,,,Lincoln: Brayford Wharf East flats,,d181813e-cdee-4e07-9bdd-d0e7cce0e5ac,English,Lincoln Heritage Database (Sources),Primary,1640,,Article,,,,,,,,,
d181813e-cdee-4e07-9bdd-d0e7cce0e5ac,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d18f9ab1-504a-45d6-849e-46e64ac2e38c,"Stocker, D. A.",English,Society for Lincolnshire History and Archaeology,1990,,,,,The Archaeology of the Reformation in Lincoln,,d18f9ab1-504a-45d6-849e-46e64ac2e38c,English,Lincoln Heritage Database (Sources),Primary,450,,Article,,,,,,,,,
d18f9ab1-504a-45d6-849e-46e64ac2e38c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d19c237e-01ab-46a2-80d8-c55ed3c9dae6,"Hockley, J.",English,City of Lincoln Archaeology Unit,1992,,,,,Proposed Birchwood Link and Tritton Road Improvements. Archaeological evaluation of geotechnical trial pits,,d19c237e-01ab-46a2-80d8-c55ed3c9dae6,English,Lincoln Heritage Database (Sources),Primary,245,,Evaluation Report,,,,,,,,,
d19c237e-01ab-46a2-80d8-c55ed3c9dae6,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d1bd7e4b-9531-4f97-94b9-69c69983f181,"Hill, F.",English,Archaeological Institute of Great Britain and Ireland,1975,,,,,"The Priory, Lincoln",,d1bd7e4b-9531-4f97-94b9-69c69983f181,English,Lincoln Heritage Database (Sources),Primary,2250,,Article,,,,,,,,,
d1bd7e4b-9531-4f97-94b9-69c69983f181,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d1c29943-aa73-4906-9454-51e20055bb8f,"McCarthy, M. R. and Brooks, C. M.",English,Leicester University Press,1988,,,,,Medieval Pottery in Britain AD900-1600,,d1c29943-aa73-4906-9454-51e20055bb8f,English,Lincoln Heritage Database (Sources),Primary,882,,Volume,,,,,,,,,
d1c29943-aa73-4906-9454-51e20055bb8f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d1f0cbe3-a8ae-4414-92ba-1caf60f9d631,"Hall, A. R., Kenward, H. K., Williams, D. and Greig, J. R. A.",English,Council for British Archaeology for York Archaeological Trust,1983,,,,,Environment and living conditions at two Anglo-Scandinavian sites,,d1f0cbe3-a8ae-4414-92ba-1caf60f9d631,English,Lincoln Heritage Database (Sources),Primary,215,,Monograph,,,,,,,,,
d1f0cbe3-a8ae-4414-92ba-1caf60f9d631,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d2089bc9-c1a0-449c-ac38-1e6433511f43,"McDaid, M.",English,Lindsey Archaeological Services,2003,,,,,"Lincoln College, Monks Road, Lincoln. Archaeological Trial Trench",,d2089bc9-c1a0-449c-ac38-1e6433511f43,English,Lincoln Heritage Database (Sources),Primary,1781,,Evaluation Report,,,,,,,,,
d2089bc9-c1a0-449c-ac38-1e6433511f43,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d2415d75-446b-4ea2-97fb-16f9f8364609,,English,Archaeological Institute of Great Britain and Ireland,1856,,,,,Archaeological Journal 13,,d2415d75-446b-4ea2-97fb-16f9f8364609,English,Lincoln Heritage Database (Sources),Primary,4117,,Journal,,,,,,,,,
d2415d75-446b-4ea2-97fb-16f9f8364609,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d24457be-d132-4ea6-a30a-dc0d5d582e75,"Walker, A.",English,The Survey of Lincoln,2010,,,,,"Uphill Lincoln II: The North-Eastern Suburbs, Neighbourhood Booklet,",,d24457be-d132-4ea6-a30a-dc0d5d582e75,English,Lincoln Heritage Database (Sources),Primary,4081,,Series,,,,,,,,,
d24457be-d132-4ea6-a30a-dc0d5d582e75,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d24eaa74-4660-4439-ac62-74df57d7ec5d,Historical Manuscripts Commission,English,Royal Commision on Historical Manuscripts,1895,,,,,"The manuscripts of Lincoln, Bury St. Edmund's, and Great Grimsby corporations; and of the deans and chapters of Worcester and Lichfield, [etc.]. Part 8 of 14th report, Appendix",,d24eaa74-4660-4439-ac62-74df57d7ec5d,English,Lincoln Heritage Database (Sources),Primary,2719,,Volume,,,,,,,,,
d24eaa74-4660-4439-ac62-74df57d7ec5d,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d2543994-f993-4fa9-9613-bb8c8a37b25d,"Birch, N.",English,Society for Lincolnshire History and Archaeology,2003,,,,,"Clayton, Shuttleworth and Co - early successes and a strike!",,d2543994-f993-4fa9-9613-bb8c8a37b25d,English,Lincoln Heritage Database (Sources),Primary,2413,,Article,,,,,,,,,
d2543994-f993-4fa9-9613-bb8c8a37b25d,,English,,,,,,,,,,English,,,,,,,,,,,,,,
d25d573e-3f57-494f-a27b-889885cecea9,"Tann, G.",English,Lindsey Archaeological Services,2006,,,,,"Greestone Centre, Lindum Road, Lincoln. Replacement Building. Archaeological Watching Brief",,d25d573e-3f57-494f-a27b-889885cecea9,English,Lincoln Heritage Database (Sources),Primary,2041,,Watching Brief Report,,,,,,,,,
d25d573e-3f57-494f-a27b-889885cecea9,,English,,,,,,,,,,English,,,,,,,,,,,,,,
