ResourceID,Activity Method Type,Spatial Accuracy Qualifier,Compiler Name,Geometry Source,Spatial Metadata Description,Locality,Map Reference Name,Role,Activity Phase Description text,External Cross Reference Source,Activity Phase Description Type,External Cross Reference Notes,Road or Street Name,Town or City,To Date,Date Type,Area Type,Geometry,External Cross Reference Number,Number in Road or Street,Location Description Type,Map Reference Type,Postal Code,Activity Description Language,Activity Name,Activity Type,From Date,Location Description text,Location Description Language,Date of Compilation,Activity Description text,Area Name,File,Activity Description Type,Activity Phase Language,Activity Name Type,Resource ID
e7f99197-6da4-4eac-92a7-92c603b2ffdc,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.52,,,,,,,,,,,,,,,,,,
e7f99197-6da4-4eac-92a7-92c603b2ffdc,,,,,,,,,,,,,,,,,,,,,,,,,Telephone Cable Ducting,,,,,,,,,,,Site Name,
e8055443-87e5-487a-83db-43a8e434a38f,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.530619300349347 53.2361474960728)),11097,,,,,,Watching Brief at Langworthgate,WATCHING BRIEF,,,,,"Watching brief on building groundworks, in advance of the construction of 25-33 Langworthgate. Foundation Trench 4, 1.5m-4m deep",,,Summary,,Primary,
e8055443-87e5-487a-83db-43a8e434a38f,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2006.72,,,,,,,,,,,,,,,,,,
e8055443-87e5-487a-83db-43a8e434a38f,,,,,,,,,,,,,,,,,,,,,,,,,Langworthgate,,,,,,,,,,,Site Name,
e80573e2-42af-4c02-94b4-476ba998ec45,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.530500303024721 53.2404970140057)),7098,,,,,,Watching Brief at 35 Nettleham Road,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during groundwork associated with the construction of two extensions and the excavation of a soakaway. No archaeological features or deposits were found predating the early 18th-19th centuries. No evidence for the Roman aqueduct.,,,Summary,,Primary,
e80573e2-42af-4c02-94b4-476ba998ec45,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2002.1,,,,,,,,,,,,,,,,,,
e80573e2-42af-4c02-94b4-476ba998ec45,,,,,,,,,,,,,,,,,,,,,,,,,35 Nettleham Road,,,,,,,,,,,Site Name,
e80a378a-728f-4c4b-bcbe-655fc1f4f4b5,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.547113988687179 53.220725695115)),8973,,,,,,Photographic Survey at 44 Vernon Street,PHOTOGRAPHIC SURVEY,,,,,Photographic recording of former workshop before conversion to apartments.,,,Summary,,Primary,
e80a378a-728f-4c4b-bcbe-655fc1f4f4b5,,,,,,,,,,,,,,,,,,,,,,,,,44 Vernon Street,,,,,,,,,,,Site Name,
e8230aa1-1d2e-44dc-b037-08b70591f8b6,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538555223897011 53.2349865061532)),194,,,,,,Watching Brief at Bailgate,WATCHING BRIEF,,,,,Trenches for a new building revealed the line of a Roman building on the east side of Ermine Street. Foundations of considerable size including a stone with engaged column. The building was judged to have been of monumental size. The stone was removed by an unknown party.,,,Summary,,Primary,
e8230aa1-1d2e-44dc-b037-08b70591f8b6,,,,,,,,,,,,,,,,,,,,,,,,,88 Bailgate,,,,,,,,,,,Site Name,
e823e357-6c76-4f92-8c14-055910309ac3,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.533033872403725 53.2334533741197)),7594,,,,,,Building Survey at 2 Pottergate,BUILDING SURVEY,,,,,"The history of the plot was examined, and buildings surveyed, as part of The Survey of Ancient Houses in Lincoln.  Survey no. S18",,,Summary,,Primary,
e823e357-6c76-4f92-8c14-055910309ac3,,,,,,,,,,,,,,,,,,,,,,,,,2 Pottergate,,,,,,,,,,,Site Name,
e825ab97-7eb6-49ad-8b44-bccc2c094d9f,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.536236 53.232257, -0.536237 53.23225, -0.5362440000000001 53.232238, -0.536265 53.232218, -0.5362479999999999 53.23222, -0.536238 53.232237, -0.536233 53.232248, -0.536229 53.232258, -0.536226 53.232258, -0.536228 53.232267, -0.536243 53.232266, -0.536241 53.232257, -0.536236 53.232257)))",7854,,,,,,Watching Brief at Lindum Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during groundworks for the installation of two CCTV cameras. Camera B close to the north-east corner of the Gallery. In a foundation pit 1.2m deep, and cable trench 0.45m deep, no archaeological deposits were observed.",,,Summary,,Primary,
e825ab97-7eb6-49ad-8b44-bccc2c094d9f,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2003.338,,,,,,,,,,,,,,,,,,
e825ab97-7eb6-49ad-8b44-bccc2c094d9f,,,,,,,,,,,,,,,,,,,,,,,,,Usher Art Gallery grounds,,,,,,,,,,,Site Name,
e825b9e1-8bde-4db0-9431-d1f748b888d4,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.535930238169404 53.2324371957528)),3049,,,,,,Watching Brief at Lindum Road,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during landscaping and renovation works. Results were almost completely archaeologically negative.,,,Summary,,Primary,
e825b9e1-8bde-4db0-9431-d1f748b888d4,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2003.48,,,,,,,,,,,,,,,,,,
e825b9e1-8bde-4db0-9431-d1f748b888d4,,,,,,,,,,,,,,,,,,,,,,,,,Temple Gardens Restoration Scheme,,,,,,,,,,,Site Name,
e83e7178-5eca-4695-8aa6-9c84b69dc3ce,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.545428072971001 53.2267192021245)),4099,,,,,,Photographic Survey at Holmes/Ropewalk,PHOTOGRAPHIC SURVEY,,,,,The building was recorded and photographed as part of 1998 Industrial Archaeology Survey project,,,Summary,,Primary,
e83e7178-5eca-4695-8aa6-9c84b69dc3ce,,,,,,,,,,,,,,,,,,,,,,,,,Great Central Warehouse,,,,,,,,,,,Site Name,
e843523e-26fd-41f8-9bc5-f4c91a1eae26,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.520495490324332 53.2538127714148)),11090,,,,,,Trial Trench at Land off Nettleham Road,TRIAL TRENCH,,,,,"Archaeological evaluation in advance of an application for a mixed-use development, specifically to investigate two circular features visible from aerial photographs and the possible course of the Roman aqueduct north of the Roaring Meg stream. Eight trenches were excavated, Trenches 1-8. Trench 6, 10m x 5m. The natural limestone was sealed by red-orange sandy subsoil and topsoil. No trace of the aqueduct was found and no archaeological finds were recorded. A field drain was recorded.",,,Summary,,Primary,
e843523e-26fd-41f8-9bc5-f4c91a1eae26,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2010.37,,,,,,,,,,,,,,,,,,
e843523e-26fd-41f8-9bc5-f4c91a1eae26,,,,,,,,,,,,,,,,,,,,,,,,,Land off Nettleham Road,,,,,,,,,,,Site Name,
e8659074-c254-4b9c-becc-a459328143fa,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.571786892668481 53.2363691612359)),4173,,,,,,Photographic Survey at Fossdyke / Main Drain,PHOTOGRAPHIC SURVEY,,,,,The bridge was recorded and photographed as part of 1998 Industrial Archaeology Survey project,,,Summary,,Primary,
e8659074-c254-4b9c-becc-a459328143fa,,,,,,,,,,,,,,,,,,,,,,,,,Footbridge,,,,,,,,,,,Site Name,
e86e5e21-4b89-4270-b3b5-10cef56f13f3,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.538146 53.237455, -0.538143 53.237461, -0.538199 53.237473, -0.538204 53.237465, -0.538146 53.237455)))",4380,,,,,,Watching Brief at Newport,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) of new surface water drainage trench during environmental improvements in the area of Newport Arch. Trench 1 of four; D1,,,Summary,,Primary,
e86e5e21-4b89-4270-b3b5-10cef56f13f3,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,30.96,,,,,,,,,,,,,,,,,,
e86e5e21-4b89-4270-b3b5-10cef56f13f3,,,,,,,,,,,,,,,,,,,,,,,,,Newport Arch; environmental improvements,,,,,,,,,,,Site Name,
e878d3a6-42f7-4703-85fc-4894e7143af5,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.543723406405961 53.222212555271)),905,,,,,,Excavation at High Street,EXCAVATION,,,,,Area 10 of fourteen. Publication No. X. South Range,,,Summary,,Primary,
e878d3a6-42f7-4703-85fc-4894e7143af5,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,86.99,,,,,,,,,,,,,,,,,,
e878d3a6-42f7-4703-85fc-4894e7143af5,,,,,,,,,,,,,,,,,,,,,,,,,St Marys Guildhall 1982,,,,,,,,,,,Site Name,
e88735e8-2af8-4d6a-a4b8-cad2cadd41c2,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.507372138263779 53.2415311466979)),4801,,,,,,The Carlton Centre,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) in advance of construction of multi-user development. No archaeological deposits were found. Natural limestone brash was encountered during topsoil stripping at a depth of 300mm.,,,Summary,,Site Name,
e88735e8-2af8-4d6a-a4b8-cad2cadd41c2,,,,,,,,,,,,,,,,,,,,,,,,,Watching Brief at Outer Circle Road,,,,,,,,,,,Primary,
e88735e8-2af8-4d6a-a4b8-cad2cadd41c2,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,189.99,,,,,,,,,,,,,,,,,,
e8909be8-476e-4fe8-a4e3-8383fd761a0d,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5372224859215819 53.2402380831673)),11286,,,,,,Watching Brief at Newport,WATCHING BRIEF,,,,,"Scheme of intermittent archaeological monitoring and recording during groundworks for the construction of a 2-storey and single-storey extension and porch to the north elevation of the church.  Two phases of monitoring took place: geotechnical works, consisting of two boreholes and two test pits on the site of the proposed extension - in July 2009: piling trench and a service trench in May 2012. Test Pit 2: a brick foundation was recorded above the post-medieval buried soil horizon.",,,Summary,,Primary,
e8909be8-476e-4fe8-a4e3-8383fd761a0d,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2009.102,,,,,,,,,,,,,,,,,,
e8909be8-476e-4fe8-a4e3-8383fd761a0d,,,,,,,,,,,,,,,,,,,,,,,,,Church of St Nicholas with St John,,,,,,,,,,,Site Name,
e8b3da34-91e6-40ac-962a-467f5f35453b,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.543533 53.225108, -0.543337 53.225426, -0.543625 53.225491, -0.543646 53.225453, -0.543932 53.225514, -0.544067 53.225258, -0.543815 53.225219, -0.543731 53.225192, -0.543533 53.225108)))",4489,,,,,,Excavation at High Street,EXCAVATION,,,,,"Archaeological excavation site. Area 2 of twelve, consisting of Areas 2a-2f",,,Summary,,Primary,
e8b3da34-91e6-40ac-962a-467f5f35453b,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,165.95,,,,,,,,,,,,,,,,,,
e8b3da34-91e6-40ac-962a-467f5f35453b,,,,,,,,,,,,,,,,,,,,,,,,,St Marks Station 1995,,,,,,,,,,,Site Name,
e8c030e6-5864-4d27-b4e2-8d39f02ea039,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.552273 53.202794, -0.552304 53.202751, -0.552166 53.202714, -0.552135 53.202757, -0.552104 53.2028, -0.552113 53.202802, -0.5521430000000001 53.202762, -0.552271 53.202796, -0.552273 53.202794)))",8856,,,,,,Watching Brief at Newark Road,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during groundworks for the construction of 10 dwellings. Only modern and natural deposits were observed. Modern truncation had occurred.,,,Summary,,Primary,
e8c030e6-5864-4d27-b4e2-8d39f02ea039,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2004.142,,,,,,,,,,,,,,,,,,
e8c030e6-5864-4d27-b4e2-8d39f02ea039,,,,,,,,,,,,,,,,,,,,,,,,,"Land adjacent to Grosvenor Hall, Newark Road, Lincoln",,,,,,,,,,,Site Name,
e8c8db37-6d46-43af-9b45-2a6ef3c0c057,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.543754 53.225903, -0.54379 53.225909, -0.543794 53.225901, -0.543758 53.225894, -0.543754 53.225903)))",7850,,,,,,Watching Brief at St Marks Street,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) of four test pits. Test Pit 3. The uppermost 0.15m was current construction make-up; below to a depth of 1.2m were deposits of modern brick in mixed coarse silty sand, probably from the demolished bus garage; below to a depth of 2.5m was a light grey fine sand, nature unclear; below this to 3.5m light yellow natural sands with snails, shells and organics This layer was contaminated with diesel near its base.",,,Summary,,Primary,
e8c8db37-6d46-43af-9b45-2a6ef3c0c057,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2002.326,,,,,,,,,,,,,,,,,,
e8c8db37-6d46-43af-9b45-2a6ef3c0c057,,,,,,,,,,,,,,,,,,,,,,,,,The Junction (JunXion),,,,,,,,,,,Site Name,
e8df21ec-0c0c-4b1b-8ffe-1f39fc462165,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5425707447952119 53.2054237619447)),8950,,,,,,The Grange,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during site investigations and groundworks for a residential development. Test Pit 7 of 7. All observations were associated with the former brickworks. c.0.15m of topsoil overlay layers of clay with redeposited brick making waste, probably backfilled clay pits.",,,Summary,,Site Name,
e8df21ec-0c0c-4b1b-8ffe-1f39fc462165,,,,,,,,,,,,,,,,,,,,,,,,,Watching Brief at 45-51 Cross OCliff Hill (rear of),,,,,,,,,,,Primary,
e8df21ec-0c0c-4b1b-8ffe-1f39fc462165,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2004.149,,,,,,,,,,,,,,,,,,
e8f10349-ad19-4b02-b70d-bce7db7684b1,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.546662 53.229751, -0.546706 53.229665, -0.546621 53.229649, -0.546576 53.229735, -0.546662 53.229751)))",260,,,,,,Watching Brief at Brayford Wharf North,WATCHING BRIEF,,,,,A trench was machine-excavated for a lift shaft. Two sandy/loamy layers containing limestone fragments and shell fragments were encountered and natural was reached at a depth of 2.50m. There were no archaeological features,,,Summary,,Primary,
e8f10349-ad19-4b02-b70d-bce7db7684b1,,,,,,,,,,,,,,,,,,,,,,,,,Brayford North,,,,,,,,,,,Site Name,
e8f9bded-e826-4b50-99d3-a8473a3c31fa,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5267206324286881 53.2436506726512)),696,,,,,,Excavation at Nettleham Road,EXCAVATION,,,,,At  0.4m below modern ground surface a section of the Roman aqueduct was seen. The surrounding pink concrete jacket was badly cracked but the ceramic pipe was intact,,,Summary,,Primary,
e8f9bded-e826-4b50-99d3-a8473a3c31fa,,,,,,,,,,,,,,,,,,,,,,,,,93 Nettleham Road,,,,,,,,,,,Site Name,
e90916c0-ed0d-411f-9d3e-4fa95d3cba98,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538587700698683 53.2331530187946)),664,,,,,,Watching Brief at Steep Hill,WATCHING BRIEF,,,,,"Information supplied by the Planning Dept. was followed up, but as the work being undertaken was using existing service trenches no archaeological features or finds were uncovered",,,Summary,,Primary,
e90916c0-ed0d-411f-9d3e-4fa95d3cba98,,,,,,,,,,,,,,,,,,,,,,,,,16 Steep Hill,,,,,,,,,,,Site Name,
e912c9b7-5e9f-431d-aaf8-c0d4dd7503fe,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53454360139014 53.2322403634674)),7130,,,,,,Watching Brief at Lindum Road,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during landscaping and external works.,,,Summary,,Primary,
e912c9b7-5e9f-431d-aaf8-c0d4dd7503fe,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.284,,,,,,,,,,,,,,,,,,
e912c9b7-5e9f-431d-aaf8-c0d4dd7503fe,,,,,,,,,,,,,,,,,,,,,,,,,"Greestone Centre, De Montford University",,,,,,,,,,,Site Name,
e913d5f5-e476-462a-a7ad-5a0c63343544,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.572156733953962 53.2203001770504)),876,,,,,,Excavation at Swanpool/Catchwater Drain,EXCAVATION,,,,,Area 7 of fifteen. Trench 7,,,Summary,,Primary,
e913d5f5-e476-462a-a7ad-5a0c63343544,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.54,,,,,,,,,,,,,,,,,,
e913d5f5-e476-462a-a7ad-5a0c63343544,,,,,,,,,,,,,,,,,,,,,,,,,Swanpool Kiln 1987,,,,,,,,,,,Site Name,
e91628ca-4f53-4e15-88f8-dc6d8df87483,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.546296573309216 53.2267297977052)),1000,,,,,,University College of Lincolnshire,GEOTECHNICAL TEST PIT,,,,,Pit 51 of sixty one. TP54,,,Summary,,Site Name,
e91628ca-4f53-4e15-88f8-dc6d8df87483,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,15.94,,,,,,,,,,,,,,,,,,
e91628ca-4f53-4e15-88f8-dc6d8df87483,,,,,,,,,,,,,,,,,,,,,,,,,Geotechnical Test Pit at Brayford South/Holmes,,,,,,,,,,,Primary,
e91b15d0-305b-4544-add6-5665133ecbe3,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.534540890397795 53.2296872712644)),10229,,,,,,Evaluation at Rosemary Lane/Friars Lane,EVALUATION,,,,,"An archaeological trial excavation was carried out in advance of the construction of a residential development, Wesley Court. Two trenches Trenches 1 and 2.",,,Summary,,Primary,
e91b15d0-305b-4544-add6-5665133ecbe3,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2003.83,,,,,,,,,,,,,,,,,,
e91b15d0-305b-4544-add6-5665133ecbe3,,,,,,,,,,,,,,,,,,,,,,,,,Rosemary Lane/Friars Lane,,,,,,,,,,,Site Name,
e93e6485-6c37-46cd-a9c7-9661e4f3a52d,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.548371456742788 53.2118862127599)),10740,,,,,,Watching Brief at 5 Hamilton Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during groundworks associated with the construction of an extension. Surface stripping and foundation trenches reached a maximum depth of 0.5m below the ground surface. Because either modern truncation had occurred or archaeological levels were not reached, no archaeological deposits or finds were recorded.",,,Summary,,Primary,
e93e6485-6c37-46cd-a9c7-9661e4f3a52d,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2008.152,,,,,,,,,,,,,,,,,,
e93e6485-6c37-46cd-a9c7-9661e4f3a52d,,,,,,,,,,,,,,,,,,,,,,,,,5 Hamilton Road,,,,,,,,,,,Site Name,
e96644a6-52fd-4298-9dae-6c356a4dc85c,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.539901629074966 53.2346074618399)),283,,,,,,Casual Observation at Lincoln Castle,CASUAL OBSERVATION,,,,,"Workmen laying new flags on path inside Castle east gateway found 2 post-medieval glazed sherds, 1 medieval green glazed 13th-14th century ridge-tile fragment, 1 green-glazed handle sherd from a 13th-14th century jar or jug, and 1 base sherd (unglazed) of a 13th century storage jar set in cement.",,,Summary,,Primary,
e96644a6-52fd-4298-9dae-6c356a4dc85c,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,
e96644a6-52fd-4298-9dae-6c356a4dc85c,,,,,,,,,,,,,,,,,,,,,,,,,Castle Gateway,,,,,,,,,,,Site Name,
e96d46d4-611c-4786-b096-122d77186ac2,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.542426615270074 53.2348181559492)),1196,,,,,,Watching Brief at Lincoln Castle,WATCHING BRIEF,,,,,Area 7 of fourteen. West bank. TT1,,,Summary,,Primary,
e96d46d4-611c-4786-b096-122d77186ac2,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.22,,,,,,,,,,,,,,,,,,
e96d46d4-611c-4786-b096-122d77186ac2,,,,,,,,,,,,,,,,,,,,,,,,,Castle Banks (Stabilisation Survey),,,,,,,,,,,Site Name,
e98290e5-e08a-4226-b65b-fe58d74cfc7d,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.540347 53.243147, -0.540362 53.243181, -0.540391 53.243177, -0.540376 53.243142, -0.540347 53.243147)))",9984,,,,,,Watching Brief at Woburn Avenue,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during the excavation of eight geotechnical test pits for a residential development. Test Pit 3. 0.4 m of modern material overlay 0.4m of topsoil, which overlay layers of loose rubble and soil, (interpreted as backfill of Newport ditch) which overlay solid limestone at 3.3m below ground surface.",,,Summary,,Primary,
e98290e5-e08a-4226-b65b-fe58d74cfc7d,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2007.4,,,,,,,,,,,,,,,,,,
e98290e5-e08a-4226-b65b-fe58d74cfc7d,,,,,,,,,,,,,,,,,,,,,,,,,Woburn Avenue,,,,,,,,,,,Site Name,
e98fea3c-45b2-4bd0-b8a7-7eb38f882280,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.510357002141397 53.2367050768628)),237,,,,,,Watching Brief at Bishops Road,WATCHING BRIEF,,,,,"Natural subsoil was visible at c.0.60m below modern surface, with no trace of archaeological features. This area (especially to the south) was subjected to intensive ironstone mining in the 19th century",,,Summary,,Primary,
e98fea3c-45b2-4bd0-b8a7-7eb38f882280,,,,,,,,,,,,,,,,,,,,,,,,,Bishops Road,,,,,,,,,,,Site Name,
e99cc97a-550a-4dcc-b0a4-4e4dce665825,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.526636 53.243733, -0.526813 53.243807, -0.526877 53.24375, -0.526695 53.24368, -0.526636 53.243733)))",10522,,,,,,Evaluation at Nettleham Road,EVALUATION,,,,,"Archaeological evaluation in advance of the construction of a road (Palmer Road) to a residential development. A section was excavated through the Roman aqueduct and road surface. The lowest layer was natural limestone brash sealed by a silty clay subsoil and topsoil. A road surface overlay most of the site, and a section of aqueduct was exposed below it, and removed for the access road.",,,Summary,,Primary,
e99cc97a-550a-4dcc-b0a4-4e4dce665825,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2006.247,,,,,,,,,,,,,,,,,,
e99cc97a-550a-4dcc-b0a4-4e4dce665825,,,,,,,,,,,,,,,,,,,,,,,,,93 Nettleham Road,,,,,,,,,,,Site Name,
e9b18ddd-c0b5-4db8-aa42-d8057c03d816,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.549201045417349 53.2272236571299)),989,,,,,,Geotechnical Test Pit at Brayford South/Holmes,GEOTECHNICAL TEST PIT,,,,,Pit 40 of sixty one. TP44,,,Summary,,Primary,
e9b18ddd-c0b5-4db8-aa42-d8057c03d816,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,15.94,,,,,,,,,,,,,,,,,,
e9b18ddd-c0b5-4db8-aa42-d8057c03d816,,,,,,,,,,,,,,,,,,,,,,,,,University College of Lincolnshire,,,,,,,,,,,Site Name,
e9bf95d6-0d6d-40d4-b3c5-2c81787dc210,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.534244379956229 53.2344211671506)),10316,,,,,,Building Survey at Minster Yard,BUILDING SURVEY,,,,,Survey of the building as part of the Lincoln Cathedral and Close Conservation Plan,,,Summary,,Primary,
e9bf95d6-0d6d-40d4-b3c5-2c81787dc210,,,,,,,,,,,,,,,,,,,,,,,,,7 & 8 Minster Yard,,,,,,,,,,,Site Name,
e9cd29c1-cbc9-4a64-a9fc-d22732e30008,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.542927 53.232252, -0.54291 53.232297, -0.543041 53.232312, -0.543062 53.232271, -0.542927 53.232252)))",1070,,,,,,West Parade,EXCAVATION,,,,,Area 3 of ten. Area III,,,Summary,,Site Name,
e9cd29c1-cbc9-4a64-a9fc-d22732e30008,,,,,,,,,,,,,,,,,,,,,,,,,Excavation at West Parade,,,,,,,,,,,Primary,
e9cd29c1-cbc9-4a64-a9fc-d22732e30008,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,139.99,,,,,,,,,,,,,,,,,,
e9efed42-2295-41d8-b090-9a17ee28c1df,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.534111075051149 53.2326215997494)),398,,,,,,Watching Brief at Greestone Stairs,WATCHING BRIEF,,,,,A new retaining wall was inserted in front of the previous wall. Much rubble and building debris was observed but so much disturbance meant that no solid evidence could be obtained,,,Summary,,Primary,
e9efed42-2295-41d8-b090-9a17ee28c1df,,,,,,,,,,,,,,,,,,,,,,,,,Greestone Stairs,,,,,,,,,,,Site Name,
ea09c47e-b39d-471b-b28a-4478d4a2cac3,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.536861110576734 53.2372131325341)),66,,,,,,Excavation at East Bight,EXCAVATION,,,,,Part of EBS70 local society excavation,,,Summary,,Primary,
ea09c47e-b39d-471b-b28a-4478d4a2cac3,,,,,,,,,,,,,,,,,,,,,,,,,East Bight 1978. Part of EBS70,,,,,,,,,,,Site Name,
ea194c73-32b4-4911-9392-732a7fbad2b2,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538916216656548 53.2345054912158)),10377,,,,,,Building Survey at 6-7 Castle Hill,BUILDING SURVEY,,,,,"The history of the plot was examined, and buildings surveyed, as part of The Survey of Ancient Houses in Lincoln.  Survey no. S103",,,Summary,,Primary,
ea194c73-32b4-4911-9392-732a7fbad2b2,,,,,,,,,,,,,,,,,,,,,,,,,6-7 Castle Hill,,,,,,,,,,,Site Name,
ea2045ff-8e5e-48fb-addf-5718dbfd5c3b,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.545934594647816 53.2232643711691)),8828,,,,,,Watching Brief at Anchor Street,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) carried out in conjunction with 24 machine-excavated geotechnical test pits and six boreholes. Test Pit 23 of 24. Tarmac overlay a layer of brick and limestone, (0.3m thick in total), which sealed a layer of sand with charcoal flecks, limestone fragments, animal bone and 13th-century pottery.",,,Summary,,Primary,
