ResourceID,Evidence,Asset Description Type,Heritage Asset Name,Statutory name,Map Reference Type,Dimension Value,Production Technique,Area Type,External Cross Reference Number,Monument Phase,Material Name,Resource ID,Date of Assessment,Designation or Protection Type,Designation or Protection To Date,Area Name,Road or Street Name,Number in Road or Street,Dimension Type,Rights Holder,Role,Geometry,Asset Type,Production Method,Dimension Measurement Unit,Spatial Metadata Description,Occupancy,End of TimeSpan,Locality,Inscription Content,Geometry Source,Postal Code,Description Language,Right Type,External Cross Reference Notes,Organization Name,Caption,Designation Description,Cultural Period,Date of Compilation,File,Designation Description Type,Condition Type,Location Description Type,From Date,Date Type,Asset Description,Image File,Spatial Accuracy Qualifier,Measurement Type,Town or City,Risk Level,External Cross Reference Source,Description Language,Rights Note,To Date,Location Description,Material Type,Grade,Designation Activity Name Type,Inscription Note,Compiler Name,Begin of TimeSpan,Image File,Language,Asset Name Type,Map Reference Name,Created By Actor(s),Designation Activity Name,Designation or Protection From Date
17a9260c-519d-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,,"49, 51 AND 53, DANESGATE",,,,,,1388503,0a211d6c-6e99-4ecf-94cc-c63a0306ac21,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53728805 53.23260094)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1850,,"<p>Terrace of 3 houses. Mid C19. Grey brick with stone dressings and slate roofs with 2 coped gable stacks. First floor band, dentilled eaves. 2 storeys plus attics, 6 bays. Each house has a projecting doorcase with round arched opening, keystone and cornice on brackets, moulded 4-panel door and fanlight, and a segment arched casement with keystone. Above, each has a narrow stair light and a 2-light casement. Above again, a gabled dormer. No.49, to left, is opposite handed to Nos 51 and 53. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,18/07/1973
1a1d5664-f974-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"6 AND 7, CASTLE HILL",,,,,,1388486,674fd97a-cc9c-411a-ae67-f6684ba9707f,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53887148 53.2344992)),HOUSE,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1700,,"<p>2 houses, now offices. Early C18. Brick with stone dressings and plain tile roof with 2 gable and single ridge stacks. Plinth, chamfered and rusticated quoins, first and second floor bands, eaves band, coped parapet with 5 baluster panels. 3 storeys plus attics, 5 bays. Windows are segment headed glazing bar sashes with brick heads and keystones. Symmetrical front has a central sash flanked by single stone doorcases with segmental pediments on brackets. Doors with 6 fielded panels, the top 2 panels glazed. Beyond, single sashes. Above, 5 windows on each floor. Above again, three C20 hipped dormers. INTERIORS are paired, with arcaded full-height pine panelling and fireplaces with pilasters. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 517).</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,08/10/1953
1a50b2ba-4db7-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,HILTON COTTAGE AND ADJOINING WALL AND RAILING,,,,,,1388496,384bb960-121d-48aa-95fd-0542e74e13b9,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53844117 53.23349607000001)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1850,,"<p>House. Mid C19. Brick with stucco dressings and slate roof with a ridge stack. Plinth, first floor band, modillion wooden eaves. 2 storeys plus garrets, 2 bays. Windows are mainly glazing bar sashes with stucco surrounds. East side has to left a latticed tent-roofed wooden porch covering a rendered doorcase. Above, a sash to the garret. North side has 2 glazing bar sashes and above, 2 sashes. West end, to Steep Hill, has a square wooden oriel window on brackets, with a cast-iron balcony railing. Above it, a sash, and above again, a glazing bar sash. INTERIOR not inspected. Outside, to south, a brick wall with stone coping, topped with an iron spearhead railing. To left, a segment headed door.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,18/07/1973
1a9b3738-51a7-11ea-ae3c-066e122e3f0a,,,"1-4, DRURY LANE",,,,,,1388505,,,,,Listed Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,18/07/1973
1b23a81a-fcb7-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"3 AND 3A, POTTERGATE",,,,,,1388735,92430f26-187c-44e2-855c-6f6ce5216221,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53323882 53.23359398)),HOUSE,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1600,,"<p>House, now 2 houses. C17, incorporating medieval walling, remodelled early C18, with late C18 and C19 alterations. Coursed rubble and brick, with plain tile roofs and 2 gable and single ridge stacks. First floor band, wooden eaves cornice, brick and stone coped gables. 2 storeys plus attics, 6 bays. L-plan. South front has a near central half-glazed door, C19, with moulded surround, flanked on either side by 2 glazing bar sashes with segmental heads. To right, a half-glazed door with overlight, C19. Above, 2 glazing bar sashes, C19, with iron Gothic balconies. To their right, 4 smaller glazing bar sashes. Above again, 3 gabled dormers with 2-light casements. West front has a central square bay window, 2 storeys, with cornice, with a tripartite glazing bar sash on each floor. Above to the left, a casement, C19. INTERIOR has a room with full height fielded panelling, enriched cornice, and fireplace with fluted Ionic piers and panelled overmantel. Dogleg stair with shaped string, ramped and scrolled handrail, and 3 vase and stem balusters per tread. George Boole, mathematician, lived here in the early 1840s. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 491; Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1984-: 96-101; Report and overall assessment of listable quality: Hewlings R: Secular properties..... in Lincoln Minster Close: London: 1987-).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,08/10/1953
1e02daea-f99e-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,CHURCH OF ST SWITHIN,,,,,,1388543,9c5cd076-3c9e-4cc6-a1fa-b87384d3344f,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53725743 53.22910360000001)),CHURCH,,,,,,,,,,English,,,,,,VICTORIAN,,,,,,1869,,"<p>Church. Nave and aisles 1869-71, chancel 1879, tower and spire 1884-87. By James Fowler of Louth, and &quot;without doubt his most important church&quot;. (Pevsner). Paid for largely by the Shuttleworth family. Rockfaced ashlar with ashlar dressings and slate roofs. Early English style. PLAN: west tower with spire, nave with clerestory, north and south aisles, north and south porches, chancel, vestry. EXTERIOR: deep moulded plinth, string courses, sill band, billeted eaves, coped gables with crosses. West tower, 3 stages, has gabled angle buttresses and stair turret to south-east. Inscribed eaves band with gargoyles, 4 spire-topped octagonal pinnacles, flying buttresses supporting a set back octagonal spire with a single tier of lucarnes. West door has clustered shafts under a crocketed gable. Above, a 3-light window with hoodmould. Second stage has blind arcading with crocketed gables. Third stage has on each side a pair of moulded 2-light openings with shafts and crocketed gables. Clerestory has on each side 18 lancets, those to the south set in blind arcading with shafts. North aisle, 6 bays, has buttresses and five 3-light windows with Geometrical tracery and hoodmoulds. In the west end, a similar window. North porch has a moulded doorway with shafts and hoodmould under a coped gable. Similar south aisle has a coped parapet and an additional window at the east end. Buttressed, larger south porch has a doorway with double shafts and hoodmould, and above it, a blind arcade with figure panels. On either side, a 2-light window with Y-tracery. Chancel, 2 bays, has buttresses, pierced balustrade, and crocketed east gable. East end has sill band, a 5-light window with hoodmould, and above it, a recess with a demi-figure. Flanking buttresses are topped with blind-arcaded spires. South side has two 3-light windows. Vestry has gabled porch and two 2-light windows with Y-tracery. North gable has an external stack and 2 lancets. INTERIOR: double chamfered tower arch has double ringed shafts and hoodmould. Tower chamber has blind arcading and a west window by A L Moore &amp; Co. Nave has 6 bay arcades with round and octagonal piers, octagonal responds and double chamfered arches with hoodmoulds. Clerestory has sill band and linked hoodmoulds. Arch braced double purlin roof with curved wind braces, and round wall shafts on corbels. Aisles have sill bands, glazed wooden porches, and lean-to roofs with arch braces. North aisle east end has a double chamfered arch with panelled screen and organ pipes. South aisle east end has a painted triptych and brass, 1913, and stained glass window, 1888. Chancel has roll moulded arch with double ringed shafts, screen wall with quatrefoil band and wrought-iron railing. Continuous sill band. North side has a stilted arched recess with organ case and Perpendicular style screen. East end has a panelled dado in the same style, and a wooden reredos with figures in niches. Stained glass window, 1879. South side has piscina and sedilia with crocketed gables. 2 stained glass windows c1880. Arch braced wooden barrel vault with painted decoration. FITTINGS include traceried oak pulpit and panelled octagonal font, both on bases with clustered shafts, stalls and desks, all C19. Freestanding wooden screen with inscription, semicircular pediment and keystone, C20. Roman stone altar, discovered on the site, remains on display. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 500).</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,18/07/1973
1e732df6-e38a-11e9-ae3b-066e122e3f0a,EXTANT STRUCTURE,Statutory,BASE OF NORTH GATE BASTION ATTACHED TO NUMBER 50 (NUMBER 50 NOT INCLUDED),"BASE OF NORTH GATE BASTION ATTACHED TO NUMBER 50 (NUMBER 50 NOT INCLUDED), BAILGATE",,,,,1388462,369921df-a4a2-4325-b995-f76388e06a9a,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53843519 53.23719074000001)),TOWN DEFENCES,,,,,,,,,,English,,,,,,ROMAN,,,,,,200,,"<p>Base of bastion to north gate. C3. Dressed stone facing on a random rubble core. Semicircular plan, with chamfered plinth. This building formed part of the north gate of the Roman Colonia wall. No.50 Bailgate, dated 1938, is not of special interest. Scheduled Ancient Monument, County No.4. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 516).</p>
",,,,,,National Heritage List for England,English,,410,,,Grade I,,,,,,,Statutory,,,,01/09/1968
1eac7df4-fbcc-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"15, MINSTER YARD",,,,,,1388661,a8addb47-09fb-4e36-aa86-56111ebebb3e,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53503661 53.23359811)),HOUSE,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1811,,"<p>House. c1811, incorporating fragments of a medieval building in the south wall and east gable. Built by William Willson, joiner. Ashlar, with stone dressings and plain tile roof with 2 rendered gable stacks. EXTERIOR: plinth, modillion eaves, keystone lintels. Moulded string course to east gable. 2 storeys plus attics, 3 bays. North front has a pedimented wooden doorcase with a part-glazed panelled door and overlight, flanked by single glazing bar sashes. Above the door, a smaller sash with a shield above it with the arms of Buckingham. To the left, a larger sash. To right, a canted wooden oriel window on a stone bracket, with a dentilled cornice. Above again, to the left, a hipped dormer with a 2-light casement. East gable has a shield above, inscribed with a cross. INTERIOR has a central entrance hall with open well stair with winders, turned newel, ramped and scrolled handrail, and 2 stick balusters per tread. Main ground floor rooms have moulded cornices, later C19 wooden fireplaces, and 6-panel doors. Corresponding first floor rooms have similar cornices and doors. The right room has a semicircular shell niche with moulded round arch and shaped shelf, and a mid C19 marble fireplace. C19 single purlin roof with collars. Stone lined cellar has early C19 wine bins and reused timber joists. (Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1987-: 36-39; Report and overall assessment of listable quality: Hewlings R: Secular properties..... in Lincoln Minster Close: London: 1987-).</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,08/10/1953
1f3c9742-42ab-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,,"23 AND 24, BAILGATE, 2, WESTGATE",,,,,,,e2ae1b18-3f6e-4428-b54a-03c00381b28d,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53858625 53.23583516)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1600,,"<p><br />
Includes: No.2 WESTGATE. House, now house and shop, and adjoining bakery. C17, remodelled and with additions c1875. Timber framing and brick, rendered, with pantile roof and ridge stack. Fascia on brackets, jettied first floor. Lobby entry plan. 2 storeys plus attics, 2 bays. Bailgate front has to left a glazed corner doorway with hood on brackets, flanked to right by a shop window. To the right, a C19 wooden doorcase with overlight, and to its right, a plain sash. Above, 2 plain sashes and above again, a segment headed dormer with a sliding sash. Westgate front has to right a gable with a sham collar, arch braces and finial. To left, a blocked doorway containing a showcase, and to right a shop window. Above, a corniced square bay window flanked to left by a plain sash. Above again, a segment headed casement. Bakery, to left, has moulded brick eaves. 3-light cross-mullioned window flanked by a doorway to left and a pair of doors to right, both with overlights. Above, a half-glazed loft door. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
21b974e8-519e-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,STEEP HILL HOUSE,,,,,,1388504,36b01fce-de7a-491d-97ba-556dc11d21b2,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53835715 53.23288375)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1750,,"<p>House, now 2 dwellings. Late C18 and early C19. Brick with stone dressings and gabled and hipped pantile roof with 2 gable stacks, and single ridge and side wall stacks. Moulded plinth, coped gable. 3 storeys, 5 bays. L-plan. Windows are glazing bar sashes with rubbed brick heads. South front has a central stone doorcase with hood on consoles, and C19 half-glazed door with overlight. On either side, 2 sashes. Above, 5 sashes on each floor, those to the second floor being smaller. West gable has regular fenestration, with sashes to the left each with 2 blank windows to its right. INTERIOR not inspected. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 519).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
2250fc6a-3eb0-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"6 AND 7, BAILGATE",,,,,,1385397,d5ea444c-75fa-4fca-9d2b-deb421430b8c,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53859302 53.23475648)),HOUSE,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1700,,"<p>2 houses, now 2 houses and shop. Early C18 and early C19, with late C19 shopfront. Brick with plain tile roofs. No.6 has coped gables with kneelers, and single gable and side wall stacks. No.7 has modillion eaves and a gable stack. 3 storeys, 4 bays. Wooden shopfront has an off-centre recessed glazed door with overlight, flanked by single plate glass windows, and beyond, to the left, a half-glazed door, all under a under a panelled fascia within an entablature which is supported on pilasters. Above, to the left, No.6 has 2 plain sashes, and above them, two 2-light casements, all with segmental heads. Above, to the right, a late C19 canted bay window with plain sashes and above it, 2 small glazing bar sashes. INTERIOR not inspected.</p>
",,,,,,National Heritage List for England,English,,,,,Grade II,,,,,,,Statutory,,,,
237c85d8-5241-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"1-4, DRURY LANE",,,,,,1388505,07801470-4135-41f1-925c-4512b2675746,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5396674 53.23400553)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1750,,"<p>4 houses. Mid C18 and early C19. Brick with pantile roofs with single gable and ridge stacks. Incomplete floor band, cogged eaves. Single renewed coped gable. 2 storeys, 4 bays. Windows are 12-pane sashes with wooden lintels. In the centre, 2 windows, flanked by pairs of segment-headed 4-panel doors, renewed. Beyond, single windows. Above, 4 windows, arranged 1/2/1. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,18/07/1973
25da3d40-e9da-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,Statutory,VICARS COURT AND PRIESTS VICARS HOUSES,,,,,,1388685,d22306d1-2b63-44e7-a21a-b9af328e9c52,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53556268 53.23311015)),CLERICAL DWELLING,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1309,,"<p>Former priests&#39; vicars lodgings, now 2 houses. Begun late C13 by Bishop Sutton and completed c1309. Altered C15. Reroofed and altered late C17, further altered late C17, C18 and C19. Dressed stone with pantile roof and 2 gable stacks. Chamfered string course and 7 corbels to north front. EXTERIOR: 2 storeys, 6 bays. North front has an off-centre wooden doorcase with overlight, late C18, and to its right, a simpler doorcase, late C20. Irregular fenestration, much restored, with two 2-light pointed arched windows on each floor, and an additional single lancet above. Rear elevation has double chamfered plinth and coped parapet. 2 square garderobe shafts, 3 storeys, with parapets and arched openings, now mostly blocked, in their bases. Between them, a buttress, 2 setoffs, flanked by single buttress stacks. At the east end, a buttress stack and another plain buttress. Fenestration includes 3 arched openings with hoodmoulds, reglazed C19, and to right, flat headed windows, C15, with 3 and 4 lights and hoodmoulds. Above, six 2-light pointed arched windows with hoodmoulds, mostly reglazed, 4 of them with tracery. Return angle to north, forming part of the west range, has to left a renewed 2-light pointed arched window and doorway with hoodmoulds, and to right, a blocked doorway, C14. Above, a restored 2-light pointed arched window, C14. To left, 2 pointed arched loops one above another, the upper one blocked. INTERIOR has a central stone spiral staircase with a round newel below and a chamfered newel above, with chamfered arched doorways. First floor has 2 window seats and fragments of C14 window glass. On the south side, 2 concealed original fireplaces. At the west end, a panelled room, c1670. Remains of original arch braced roof with faceted corbels. This building is the earliest known example of a range of lodgings served by a common stair, in the manner of a University college. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 489-491; Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1987-: 40-62; Report and overall assessment of listable quality: Hewlings R: Secular properties..... in Lincoln Minster Close: London: 1987-).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
2669d6ce-fbcf-11e9-ae3c-066e122e3f0a,EXTANT STRUCTURE,Statutory,BOUNDARY WALL BORDERING MINSTER YARD TO SOUTH FROM NUMBER 16A TO NUMBER 17,,,,,,1388667,ac8460f0-c823-45d2-82a2-87b38d2fbf4b,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53664427 53.23390553)),BOUNDARY WALL,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1200,,"<p>Boundary wall. Rebuilt c1885 to south of the original line, incorporating two late C13 archways and an early C17 gateway adjoining 17. Dressed stone with slab and pantile copings, stepped above the archways. Larger archway, to left, has a C14 doorway. Both have hoodmoulds. To the right, a pair of square gatepiers with cornices, wrought-iron gates, overthrow and lamp bracket, resited from the Minster forecourt. Serpentine layout, approx. 2m high and 200m long. Scheduled Ancient Monument, County No.115.</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,08/10/1953
2813869c-e391-11e9-ae3b-066e122e3f0a,EXTANT STRUCTURE,Statutory,LINCOLN CASTLE,LINCOLN CASTLE,,,,,1388491,d783295f-1db4-44f9-968a-33f7d4cbb001,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53972977 53.23457007)),CASTLE,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1100,,"<p>Castle. 1068, C12, C13, C14, C19. Restored C20. Built for William I. Coursed and squared stone and herringbone rubble, with ashlar dressings and slate roofs. PLAN: quadrangular curtain wall, east gateway and lodges, observatory tower, Lucy Tower (keep), west gate, Cobb Hall (north-east angle tower).<br />
<br />
EXTERIOR: restored curtain wall has a crenellated parapet and wall walk. East gateway, C11, extended C14, has a restored double chamfered gateway and above, semicircular tourelles, each with a doorway. Between them, a pointed wall. Under the entrance arch, a C11 tunnel vault. Inside the gateway, a pair of crenellated mid C19 lodges in the form of a barbican. Semicircular western ends, two storeys, each with three stone mullioned double lancets on each floor, with hoodmoulds. Between them, a pointed archway with crenellated crest. On the north wall inside the gateway, a reset canted C15 oriel window with three ogee headed lancets and crocketed pinnacles, from a house in the High Street opposite St Mary&#39;s Guildhall. Square observatory tower, C11, to south-east, has C14 eastern additions and extensive mid C19 remodelling. String course, corbelled and crenellated C19 parapets, single lancet windows. West side has a garderobe shaft in the form of a buttress, flanked to left by a pointed doorway with a lancet above it. East side has square corner towers. South side has sham arrow slits. Above, to east, a chamfered pointed doorway and a similarly chamfered ogee headed doorway, C14. In the south-west corner, a C19 round tower with stepped rectangular lights. To the south, the motte and Lucy Tower, late C12, restored C19. Roofless. Polygonal plan with string course, plain buttresses, and consolidated parapet. Projecting north-eastern gateway with billeted round arched outer opening and segmental inner opening with hoodmould. South-western minor entrance has a segmental head. To the south-west, a small roofless chamber. Square west gatehouse, C11, rebuilt 1233, has a blocked round headed opening with an inserted doorway flanked by the remains of barbican walls. Above, two slit windows and a blocked access doorway to the right. Cobb Hall, C13, reduced in height and remodelled C19, has a semicircular outer face with slit windows, and a square inner face with a chamfered doorway flanked by single slit windows. Crenellated parapet.<br />
<br />
INTERIOR: Two storeys with chamfered rib vaulting forming four vaulted cells in the lower part and six radial cells in the rounded end of the upper storey. This building was formerly used as a place of execution, and fittings for the gallows remain on the outer parapet.</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,15/08/1973
2a4e0918-5327-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"CHAD VARAH HOUSE (FORMER LINCOLN THEOLOGICAL COLLEGE, ATTACHED CHAPEL, WATER TOWER AND HOUSE)",,,,,,1388510,110cd0b6-3dee-4538-8981-2bbcb2f67aea,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53967933 53.23365508)),HOSPITAL,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1776,,"<p>Former County Hospital, now a theological college. 1776-77, by John Carr of York and William Lumby. Chapel 1906, by Temple Moore. Attached house and water tower, late C19. Rear addition 1962. Brick with hipped slate roofs, with two ridge and two side wall stacks.<br />
<br />
EXTERIOR: dentilled cornice, flat arched openings. Windows are mainly glazing bar sashes. Symmetrical main block, three storeys, 11 bays, has a projecting pedimented centre and flanking wings. Central pedimented Doric portico with half-glazed double doors and fanlight. On either side, four sashes, one of those to the right altered to a C20 glazed door. Above, ranges of nine sashes on each floor, those to the second floor smaller, some of them blocked. In each wing, a central Venetian window on the lower floors, and above them, triple sashes.<br />
<br />
Attached house, to left, two storeys, L-plan, has two sashes on each floor, and a lean-to glazed porch in the return angle. Octagonal water tower, four stages, at the north-east corner, has round headed windows, machicolated eaves, and is topped with an octagonal spire. Chapel, Decorated style, brick with stone dressings and plain tile roof, has a stepped chamfered plinth, sill band, and coped east gable with cross. Windows have hoodmoulds. Nave and chancel in one. Three bays. East end has central and angle buttresses and a five-light window. South side passage has to left a segment headed three-light window and to right, a chamfered doorway and three smaller two-light windows. Above, three windows with a three-light centre flanked by single lancets. West end has a round window with a doorway above it. North side has a buttressed lean-to vestry. INTERIOR: main block has at the east end a five-flight cantilevered open well stair with stick balusters and ramped scrolled handrail. C18 internal glazed porch and six-panel doors. At the west end, a framed newel stair with winders. Chapel has a sill band and pointed tunnel vaulted wooden roof. West end has a gallery with segment headed doors below. North side has a blind arcade, three bays. South side has piscina and sedilia to east. Fittings include panelled oak stalls and benches and stained glass by H Victor Milner. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989: 510).</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
2ab3bec0-41de-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"15, BAILGATE",,,,,,1388433,9947cff0-ad58-4f65-ac4c-4707ea6f408c,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53871527 53.23512656)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1600,,"<p>Formerly known as: Regent House BAILGATE. House, now a shop. C17, altered late C18, refronted early C20. Brick, possibly timber framed originally, with pantile roof, single ridge stack, brick dressings and rendered north gable. Corner pilasters, moulded cornice, shaped coped gable. 2 storeys plus attics, single bay. East side has a pilastered wooden shopfront with a single window and a glazed door under a bracketed fascia. Above, a square hipped bay window with 2 casements. Above again, a glazing bar sash with a wrought-iron sham balcony. North front, to Gordon Road, has a reeded pedimented doorcase flanked to left by an early C20 shop window and to right by a C18 glazing bar bow window with shutters. Above it, a glazing bar sash flanked by a margin light sash and a C20 casement. INTERIOR not inspected.</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
2b51c8d2-5952-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"18, EASTGATE",,,,,,1388525,aec94a32-f8c7-41d5-a037-0be58b34e06c,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5339112700000002 53.23540019)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1750,,"<p>House. Mid C18, with early C19 alterations and rear addition. Brick with stone dressings and plain tile, pantile and hipped slate roofs with various brick stacks. EXTERIOR: rendered plinth, chamfered quoins, moulded eaves cornice, coped parapet and gables. 2 storeys plus attics; 3 window range. Double range plan. Central Doric portico covering a 6-panel door, the top 4 glazed, flanked by single Venetian windows with glazing bars. Above, a central round headed glazing bar sash, flanked by single Venetian windows, all with glazing bars and keystones. Above again, 3 segment headed dormers. Garden front, asymmetrical, in grey brick with wooden eaves cornice on brackets. To left, two 15-pane full height sashes, and to right a French window with sidelights. Above, to left, two similar 15-pane sashes with balconies and wrought-iron railings. To right, a smaller 16-pane sash with a blank panel above it. All these openings have brick flat arches. Beyond, on either side, a ramped coped wall with a round arched doorway. Behind these, 2 storey red brick side wings. INTERIOR has central hallway leading to spinal corridor, with 3 moulded elliptical arches with keystones. Ground floor has to right a dining room with moulded cornice and mid C19 marble fireplace. Kitchen, to left, refitted late C20. Both rooms have fielded 6-panel doors with moulded surrounds. Cellar has brick elliptical vault and stone wine bins and winder stairs. Drawing room and adjoining sitting room, at rear, have fielded 6-panel doors, moulded cornices and ceiling bosses. Drawing room has 2 large sashes with shutters and a Classical style wooden fireplace. Sitting room has a C19 painted slate fireplace. Wooden dogleg staircase, 4 flights, has an ornamented string, turned newel, 2 vase and stem balusters per tread, and a hardwood handrail. Panelled dado. First floor landing has fielded 6-panel doors in moulded surrounds, and a coved oval skylight under a glazed cupola. Ballroom, at rear, has a moulded cornice and an oval ceiling panel in Adamesque style. 2 large windows with shutters. Mid C19 marble fireplace. Bedrooms have fielded 6-panel doors. Attics have C18 plank and panelled doors. Clasp purlin roof with collars, largely renewed mid C20.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,08/10/1953
